region,hotel_id,hotel_name,address,hotel_link,hotel_img_link,positive_keywords,negative_keywords
서울,134,호텔 더 디자이너스 청량리,"서울, 동대문구 왕산로 226",https://www.booking.com/hotel/kr/the-designers-cheongnyangni.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=206&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/260026308.jpg?k=984d767042101df16975687b58ae578c813ac5d9da919c8b956fcb3c53f22140&o=&hp=1,가성비 좋고|이뻤어요|조식|가성비 대비 좋음,고객응대|미끄러운
서울,135,스테이비 호텔 명동,"서울, 중구 충무로 23-1",https://www.booking.com/hotel/kr/stayb-myeongdong.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=207&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/94632845.jpg?k=f8a08c88a77952a787fde8d2167ae57b9adf04ae7ea13c568d4100d39fd006d6&o=&hp=1,아늑함|정겨움|최고의,청소|외부소음|냄새
서울,136,호텔 더 디자이너스 동대문,"서울, 중구 퇴계로 306",https://www.booking.com/hotel/kr/the-designers-dongdaemun.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=210&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/53535956.jpg?k=65f65a253c0178c8d0bd25a73f4f76b98f821c7540473ce24c753aa5fe90d23c&o=&hp=1,,
서울,137,DW 디자인 레지던스,"서울, 마포구 동교로25길 35",https://www.booking.com/hotel/kr/dw-design-residence.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=213&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/280852858.jpg?k=154781270276112e8a51165064f80657e06972ae2f1b5ed59fb5b099cb990e45&o=&hp=1,,
서울,138,스타즈호텔 명동2,"서울, 중구 수표로 16",https://www.booking.com/hotel/kr/staz-myeongdong-2.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=214&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/157389672.jpg?k=9efbe6e54a93b5f3445f32a1e7029eeadb4682b4d4d0436e3e27a12f983752d6&o=&hp=1,친절|정갈함|가성비 대비 만족,모텔|최하|아쉬움|주차
서울,139,피터캣 호텔 신촌,"서울, 마포구 백범로2길 21",https://www.booking.com/hotel/kr/goodstay-petercat-hongdae.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=215&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/42840617.jpg?k=f2d34f9629828daa6d642c40c3c412288f14ad3af0bc421b64f2017f94ab6724&o=&hp=1,주방|친절|연남동|조용함,좁은 객실|소음
서울,140,나인트리 호텔 명동,"서울, 중구 명동 10길 51",https://www.booking.com/hotel/kr/nine-tree.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=216&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=3e5c6956acd701cf&srepoch=1645455533&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/264840594.jpg?k=e07d842f7ad6358a8b482c21c236db9fd442b0eab33d86043d8cf44ddcfc3b0b&o=&hp=1,위치|청결|뷰가 좋음|재방문|최고,불편한 베개|청결|조식안됨
제주,141,메종 글래드 제주,"제주, 노연로 80",https://www.booking.com/hotel/kr/jeju-grand.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=4b352e68131e0249&srepoch=1645511762&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/98500544.jpg?k=0e4cd920cf45ec2b05aef9de5417a41f94ffad29f8702a47eb688ed18db02d63&o=&hp=1,,
제주,142,그랜드 하얏트 제주,"제주, 노연로 12",https://www.booking.com/hotel/kr/grand-hyatt-jeju.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=4b352e68131e0249&srepoch=1645511762&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/309251929.jpg?k=4ca4184b019c6eeeb812e40f43437810873b05e59709739dae47fa421fb9626f&o=&hp=1,친절|가격대비|깔끔한 분위기|대만족,작은 객실|소음|청소|난방기
제주,143,제주 칼호텔,"제주, 중앙로 151",https://www.booking.com/hotel/kr/jeju-kal.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=4b352e68131e0249&srepoch=1645511762&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/163341666.jpg?k=ad692c71d03f9f5859224a74f0693f6cd60d73e64883c5d88542021566181bf9&o=&hp=1,시내라서|중심지|친절|가성비 좋음|위치,좁은|협소한|카펫트
제주,144,제주오리엔탈호텔 & 카지노,"제주, 탑동로 47",https://www.booking.com/hotel/kr/jeju-oriental.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=4b352e68131e0249&srepoch=1645511762&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/69295353.jpg?k=7da71dce3c83504d27dcf709809a29db6e98951e910b6addd4136f677c4ee93a&o=&hp=1,룸 컨디션|청결|야외수영장|전망 최고,오래걸리는|가격|부실함
제주,145,스위트 호텔 제주,"서귀포, 중문관광로72번길 67",https://www.booking.com/hotel/kr/the-suites-jeju.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=4b352e68131e0249&srepoch=1645511762&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/332235277.jpg?k=2cc6724adfb0cf57d1f5eb6fb8dc19e43cf7270fa83ddb224c261676ab65e0df&o=&hp=1,친절|수영장|청소상태|청결|우수,인프라|오래된|노후함
제주,146,제주 신라호텔,"서귀포, 중문관광로 72번길 75",https://www.booking.com/hotel/kr/the-shilla-jeju.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=4b352e68131e0249&srepoch=1645511762&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/219610105.jpg?k=042a1873ce39cf64f793f675cd613da180f69df9c182771c9c63c511e9d2e690&o=&hp=1,청결|여유로운 주차공간|직원들 친절|전망,냄새|낡은시설|불친절|에어컨
제주,147,라마다 프라자 호텔,"제주, 탑동로 66",https://www.booking.com/hotel/kr/ramada-plaza-jeju.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/340122922.jpg?k=3cf92a579f3e9f0477a4f5ef0949c92e0758139d002c6ff6df3125d553165bb3&o=&hp=1,프라이빗한 점|음식|직원 친절|칭찬|만족,냄새|물빠짐|방음
제주,148,랜딩관 제주신화월드 호텔앤리조트,"서귀포, 신화역사로 304번길 , 38",https://www.booking.com/hotel/kr/jeju-shinhwa-world-landing-resort.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/123521801.jpg?k=e0014f79bf30b576ec3e8ab46b577135e612b4abb4e14bf7ddd82d869b24e567&o=&hp=1,고급스러움|친절|음식|풍경이 좋음|수영장 최고,시끄러움|노후된|소음
제주,149,서귀포 칼 호텔,"서귀포, 칠십리로 242",https://www.booking.com/hotel/kr/seogwipo-kal.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/145255564.jpg?k=81be481131fc161e9b7bc3af1ea4d7d870437fe85ac2351d51e5306515cf1814&o=&hp=1,,
제주,150,히든 클리프 호텔&네이쳐,"서귀포, 예래해안로 550",https://www.booking.com/hotel/kr/hidden-cliff-and-nature.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/251905124.jpg?k=f8644218c987ea4cc3f500d1ad716830705aae0643fe7b45b2ec0af6e613d6c4&o=&hp=1,먹을거리|아침식사|숙소깔끔|훌륭함,아쉬운 위치|청소상태
제주,151,그랜드 조선 제주,"서귀포, 중문관광로72번길 60",https://www.booking.com/hotel/kr/grand-josun-jeju.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/290176848.jpg?k=5c85bc7a436ca88de7fbf6c7e3084df63aabd0e1647dfacda493a25067406f0b&o=&hp=1,,
제주,152,롯데호텔 제주,"서귀포, 중문관광로 72번길 35",https://www.booking.com/hotel/kr/lotte-jeju.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/243711125.jpg?k=ee72e1d2eec7542c3418a9e5d438653a7f4bfe299fa02c7cdc875deccf516437&o=&hp=1,,
제주,153,메리어트관 제주신화월드 호텔앤리조트,"서귀포, 신화역사로 304번길 , 38",https://www.booking.com/hotel/kr/jeju-shinhwa-world-marriott-resort.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/170821111.jpg?k=d13aca9ed1f853495a798ccb6535b6ad88c4c497d6b60b218a37799ff5e22b17&o=&hp=1,정원산책|주변경관|청결|호텔 주변도 깔끔,협소한|불편한 교통|주차
제주,154,신화관 제주신화월드 호텔 앤 리조트,"서귀포, 신화역사로 304번길 38",https://www.booking.com/hotel/kr/sinhwagwan-jejusinhwaweoldeu-aen-rijoteu.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/298468419.jpg?k=e648d17e6b20521cf9b52ed1d0a14f5b6825f5aa9b30112ce3ba6e2df17112ab&o=&hp=1,아침식사|자연힐링|친절한 직원들,변기|추운|불편한 교통|부족함
제주,155,해비치 호텔 & 리조트,"서귀포, 표선면 민속해안로 537",https://www.booking.com/hotel/kr/haevichi.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/175075563.jpg?k=0af1001686b7e980fc80d0c4aae855b4d4cd5ecc7a7e5082086b1795736cd3f4&o=&hp=1,친절했음|편안함|청결|조식,비싼 가격|배수|편의점이 멀다
제주,156,서머셋 제주신화월드,"서귀포, 신화역사로 304번길 139",https://www.booking.com/hotel/kr/somerset-jeju-shinwha-world.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/105138050.jpg?k=543cda9f07b6f39596699f609fed07cc007562608a2d39a5981d1df82a668f5f&o=&hp=1,깔끔해서|친절|편안함|접근성,작은|위생불량|침대
제주,157,씨에스 호텔 앤 리조트,"서귀포, 중문관광로 198",https://www.booking.com/hotel/kr/the-seaes-amp-resort.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/279627459.jpg?k=b4858819f3c4c827e188986369f2a92b1f12140efdff3527d28e24db0e6a70c3&o=&hp=1,,
제주,158,베이힐 풀&빌라,"서귀포, 예래로 424",https://www.booking.com/hotel/kr/bayhill-pool-villa.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/29523770.jpg?k=80cd2cf6bc37ed55ea5a35c2aac22dd0aedd232fe8fab24a2f6126706463bdcc&o=&hp=1,,
제주,159,위 호텔 제주,"서귀포, 1100로 453-95",https://www.booking.com/hotel/kr/the-we.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=483d31ba32860028&srepoch=1645513462&from=searchresults#hotelTmpl,https://cf.bstatic.com/xdata/images/hotel/max500/318796249.jpg?k=d9167b0003e4e225e9c36e0e46c40821ba692aad4289b497e377014fe4681997&o=&hp=1,청결상태|친절|룸 컨디션|편안한 침대|클리닝,복잡한동선|주차공간 협소|부실한 조식
