,sentence,cleansed_target,cleansed_stopwords
2378,"위치가 좋고, 프론트 직원분이 엄청 친절했어요 남산뷰 전망 좋긴 했으나 한강뷰가 더 좋을듯 하구요 기념일인점 잘 챙겨주셨고 취사도구도 적당히 갖춰줘 있어서 좋아요","['위치', '좋', '고', '프론트', '직원', '친절', '어요', '남산', '뷰', '전망', '좋', '하', '으나', '한강', '뷰', '좋', '하', '구요', '기념일', '챙겨주', '고', '취사도구', '갖추', '어', '어', '있', '어서', '좋', '아요']","['위치', '고', '프론트', '직원', '친절', '어요', '남산', '뷰', '전망', '으나', '한강', '뷰', '구요', '기념일', '챙겨주', '고', '취사도구', '갖추', '어', '어', '있', '어서', '아요']"
2379,용산역과 매우 가깝고 고층 뷰가 굉장했습니다 생일이라 조각케이크 서비스도 너무 좋았고 룸 컨디션/욕실 뷰까지 완벽했습니다,"['용산역', '가깝', '고', '고층', '뷰', '생일', '라', '조각', '케이크', '서비스', '좋', '고', '룸', '컨디션', '욕실', '뷰', '완벽']","['용산역', '가깝', '고', '고층', '뷰', '생일', '라', '조각', '케이크', '서비스', '고', '룸', '컨디션', '욕실', '뷰', '완벽']"
2380,"한 명당 66000원을 추가하면 라운지 서비스를 받을 수 있었습니다. 그래서 총 가격은 40만원 정도였는데요. 그런 것 치고는 가성비가 그렇게 좋은 호텔은 아니었던 것 같습니다. 그렇지만 시설도 그렇고, 만족스러운 연휴를 보냈던 것 같습니다.","['명당', '추가', '면', '라운지', '서비스', '받', '가격', '정도', '치', '고', '성비', '좋', '호텔', '같', '시설', '그렇', '고', '만족스럽', '연휴', '보내', '같']","['명당', '추가', '면', '라운지', '서비스', '가격', '치', '고', '성비', '호텔', '시설', '고', '만족스럽', '연휴', '보내']"
2381,직원들이 아주 친절하고 객실 상태도 다 좋았고 액티비티 시설도 깔끔하니 좋았습니다,"['직원', '친절', '고', '객실', '상태', '좋', '고', '액티비티', '시설', '니', '좋']","['직원', '친절', '고', '객실', '상태', '고', '액티비티', '시설', '니']"
2382,시설 청결도 친절 모두 완벽했습니다. 다음에 또 오고 싶네요.,"['시설', '청결', '친절', '완벽', '다음', '오', '고']","['시설', '청결', '친절', '완벽', '다음', '고']"
2383,방도 깨끗하고 조용합니다. 룸서비스도 맛있었어요. 조식이 필요한 것만 있고 음식 퀄리티가 높은편이어서 좋았습니다. 객실 내 어메니티가 갖춰진 모양새나 질이 좋았습니다. 직원들 서비스도 매우 친절하다고 느꼈습니다.,"['방', '고', '룸서비스', '맛있', '조식', '필요', '있', '고', '음식', '퀄리티', '높', '어서', '좋', '객실', '어메', '니', '티', '갖춰지', '모양새', '질', '좋', '직원', '서비스', '친절', '다고', '느끼']","['방', '고', '룸서비스', '맛있', '조식', '필요', '있', '고', '음식', '퀄리티', '높', '어서', '객실', '어메', '니', '티', '갖춰지', '모양새', '질', '직원', '서비스', '친절', '다고', '느끼']"
2384,"서울에서 이만큼 좋은 레지던스는 단언컨대 없습니다. 정말 최고입니다. 프랑스 명품 식기류와 티비는 일품입니다. 보통 레지던스는 매우 지저분한데, 정말 청결합니다. 특히 침대 및 침구류의 편안함은 상당한 수준입니다. 호캉스를 고민 하시는 분들에게 강력추천 합니다.","['서울', '좋', '레지던스', '단언', '건대', '없', '최고', '프랑스', '명품', '식기', '티비', '일품', '레지던스', 'ㄴ데', '청결', '침대', '침구', '편안', '상당', '수준', '캉', '스', '고민', '하', '추천']","['서울', '레지던스', '단언', '건대', '최고', '프랑스', '명품', '식기', '티비', '일품', '레지던스', 'ㄴ데', '청결', '침대', '침구', '편안', '상당', '수준', '캉', '스', '고민', '추천']"
2385,위치나 전망 호텔 청결 시설 사실 뭐하나 크게 나무랄 곳이 없습다.,"['위치', '전망', '호텔', '청결', '시설', '하나', '크', '게', '나무라', '곳', '없']","['위치', '전망', '호텔', '청결', '시설', '게', '나무라', '곳']"
2386,위치.최고 뷰 최고 시설 최고,"['위치', '최고', '뷰', '최고', '시설', '최고']","['위치', '최고', '뷰', '최고', '시설', '최고']"
2387,위치가 좋고 룸도 넓고 쾌적했어요 서비스도 최고,"['위치', '좋', '고', '룸', '넓', '고', '어요', '서비스', '최고']","['위치', '고', '룸', '넓', '고', '어요', '서비스', '최고']"
2388,직원분들 너무 친절하시고 사람 겹치지않게 동선관리 후 체크인하는 것부터 마음에 꼭 들었습니다 방이 넓고 요리할 수 있는 모든 것들이 다 있었어요 식세기가 특히 편했네요 ^^ 잘 쉬다갑니다,"['직원', '친절', '고', '사람', '겹치', '지', '게', '동선', '관리', '후', '체크인', '마음', '들', '방', '넓', '고', '요리', '있', '어요', '식', '세기', '편하', '쉬', '다', 'ㅂ니다']","['직원', '친절', '고', '겹치', '게', '동선', '관리', '후', '체크인', '마음', '방', '넓', '고', '요리', '있', '어요', '식', '세기', '편하', '쉬', '다', 'ㅂ니다']"
2389,가성비 최고입니다. 아쉬운것 없고 뭐 하나 빠짐없이 완벽한 숙소입니다.,"['성비', '최고', '아쉽', '없', '고', '완벽', '숙소']","['성비', '최고', '아쉽', '고', '완벽', '숙소']"
2390,위치 좋고 조식도 훌륭합니다.,"['위치', '좋', '고', '조식']","['위치', '고', '조식']"
2391,"접근성이 좋았고, 준비된 음식들도 신선하고 맛있었습니다.","['접근', '좋', '고', '준비', '음식', '고', '맛있']","['접근', '고', '준비', '음식', '고', '맛있']"
2392,넓고 깨끗함,"['넓', '고']","['넓', '고']"
2393,직원들분이 엄청 친절하시고 서비스가 엄청 좋았어요!! 객실도 신설이라 그런지 매우 깨끗하고 좋았습니다!,"['직원', '친절', '고', '서비스', '좋', '객실', '신설', '라', '그렇', 'ㄴ지', '고', '좋']","['직원', '친절', '고', '서비스', '객실', '신설', '라', 'ㄴ지', '고']"
2394,위치 좋고 보도 좋고 시설도 좋았어요 호캉스하기 너무 좋은 곳이에요,"['위치', '좋', '고', '보도', '좋', '고', '시설', '좋', '어요', '캉', '스', '지', '좋', '곳', '에요']","['위치', '고', '보도', '고', '시설', '어요', '캉', '스', '곳', '에요']"
2395,"위치도 용산역 바로 근처라 접근성도 좋구요. 바로 옆에 이마트있어서 장보기도 좋고, 앉아서 체크인/아웃하는것도 편하고 직원분들 부담스러울정도로 친절하십니다. 칭찬이에요! 시설 청결도 침구 화장실 등등 최고입니다.","['위치', '용산역', '근처', '라', '접근', '좋', '옆', '이마트', '있', '어서', '장보기', '좋', '고', '앉', '아서', '체크인', '아웃', '편하', '고', '직원', '부담', '정도', '친절', '칭찬', '시설', '청결', '침구', '화장실', '최고']","['위치', '용산역', '근처', '라', '접근', '옆', '이마트', '있', '어서', '장보기', '고', '앉', '아서', '체크인', '아웃', '편하', '고', '직원', '부담', '친절', '칭찬', '시설', '청결', '침구', '화장실', '최고']"
2396,"크고 편안한 침대, 깨끗한 주방시설, 쾌적한 환경, 친절한 응대 등 모든 점에서 좋았습니다. 감사합니다.","['크', '고', '편안', '침대', '주방', '시설', '환경', '친절', '응대', '점', '좋']","['고', '편안', '침대', '주방', '시설', '환경', '친절', '응대']"
2397,이번에는 뷰가 좋은 객실을 배정 받았습니다. 복도 끝에 있는 객실이라 조용해서 좋았어요. 모두 친절하셔서 더 기분 좋은 투숙을 했습니다.,"['이번', '뷰', '좋', '객실', '배정', '받', '복도', '끝', '있', '객실', '라', '아서', '좋', '친절', '어서', '기분', '좋', '투숙', '하']","['이번', '뷰', '객실', '배정', '복도', '끝', '있', '객실', '라', '아서', '친절', '어서', '기분', '투숙']"
2398,"Daeil Lee객실팀장님의 친절한 체크인 서비스로 감동 먹고 (친절한 자세한 설명 짱!!) 초고층 객실에 투숙하였습니다. 룸 컨디션도 좋고, 시설도 매우 만족스러웠습니다~~","['객실', '팀장', '친절', '체크인', '서비스', '감동', '먹', '고', '친절', '설명', '짱', '고층', '객실', '투숙', '룸', '컨디션', '좋', '고', '시설', '만족']","['객실', '팀장', '친절', '체크인', '서비스', '감동', '먹', '고', '친절', '설명', '짱', '고층', '객실', '투숙', '룸', '컨디션', '고', '시설', '만족']"
2399,음식을 해먹을수 있어서 좋았어요~ 깔끔하고 넓어서 괜찮았던거같아요,"['음식', '해먹', '있', '어서', '좋', '고', '넓', '어서', '괜찮', '같', '아요']","['음식', '해먹', '있', '어서', '고', '넓', '어서', '괜찮', '아요']"
2400,"응대 해주시는 분이 너무 친절하셔서 호텔의 격이 올라가는 것 같았어요. 고객 응대 때문에 다시 한번 더 방문하고싶어지는 호텔은 처음이였어요! 시국이 이래서 마음이 꽁꽁 얼었는데 덕분에 따뜻하게 녹는 기분이였습니다. 'ethan'이셨던것 같은데 너무 감사했어요. 기분좋게 호캉스 잘 보내고 갑니다. 레지던스 시설이라 너무 좋았어요. 오븐이 있어서 호두파이를 구워먹었습니당^^ 밖에서 음식을 사먹는게 꺼려지는 요즘,,,호캉스하기 아주 적절한 호텔이라고 생각하고 완전 추천할거예요!","['응대', '하', '아', '친절', '어서', '호텔', '올라가', '같', '고객', '응대', '방문', '고', '어', '호텔', '처음', '시국', '이렇', '어서', '마음', '얼', '는데', '덕분', '게', '녹', '기분', '같', '은데', '감사', '기분좋', '게', '캉', '스', '보내', '고', '가', '레지던스', '시설', '라', '좋', '오븐', '있', '어서', '호두', '파이', '굽', '어', '밖', '음식', '사먹', '는게', '꺼리', '어', '요즘', '호', '캉', '스', '지', '호텔', '라고', '생각', '고', '완전', '추천']","['응대', '아', '친절', '어서', '호텔', '올라가', '고객', '응대', '방문', '고', '어', '호텔', '처음', '시국', '어서', '마음', '얼', '는데', '덕분', '게', '녹', '기분', '은데', '감사', '기분좋', '게', '캉', '스', '보내', '고', '레지던스', '시설', '라', '오븐', '있', '어서', '호두', '파이', '굽', '어', '밖', '음식', '사먹', '는게', '꺼리', '어', '요즘', '호', '캉', '스', '호텔', '라고', '고', '완전', '추천']"
2401,"위치 굳, 직원들 모두 다 친절, 조식도 간단히 먹을만함","['위치', '굳', '직원', '친절', '조식', '먹', '함']","['위치', '굳', '직원', '친절', '조식', '먹', '함']"
2402,근처 용산역에 이마트가 있어서 장보기 수월했어요. 직원 분들이 모두 친절하세요. 객실이 넓고 화장실이 깔끔해서 좋았습니다.,"['근처', '용산역', '이마트', '있', '어서', '장보기', '직원', '친절', '객실', '넓', '고', '화장실', '아서', '좋']","['근처', '용산역', '이마트', '있', '어서', '장보기', '직원', '친절', '객실', '넓', '고', '화장실', '아서']"
2403,너무 좋았습니다,['좋'],[]
2404,2베드룸 스위트에 묵었는데 공간이 넓고 쾌적하여 편히 머물렀다. 주방시설이 잘 갖추어져있어 가족과 함께 간단히 음식을 먹고 정리하기 편리했다.,"['베드', '룸', '스위트', '묵', '는데', '공간', '넓', '고', '어', '머무르', '주방', '시설', '갖추', '어', '어', '어', '가족', '음식', '먹', '고', '정리', '지', '편리']","['베드', '룸', '스위트', '묵', '는데', '공간', '넓', '고', '어', '머무르', '주방', '시설', '갖추', '어', '어', '어', '가족', '음식', '먹', '고', '정리', '편리']"
2405,직원분들도 친절하시고 시설도 좋아요. 특히 피트니스 센터 정말 만족하면서 썼습니다. 안에 조리기구나 그릇도 충분히 있어서 뭐 해먹기도 좋아요.,"['직원', '친절', '고', '시설', '좋', '피트니스', '센터', '만족', '면서', '쓰', '안', '조리기', '구나', '그릇', '있', '어서', '해먹', '좋']","['직원', '친절', '고', '시설', '피트니스', '센터', '만족', '면서', '쓰', '조리기', '구나', '그릇', '있', '어서', '해먹']"
2406,또 방문예정,"['방문', '예정']","['방문', '예정']"
2407,호텔이라 취사시설이 여유롭지 못할거라 생각했는데 집 주방보다 좋아서 놀람. 필요한 식기류와 조리도구가 구비되어있음.  냉장고 크기가 커서 아주 좋음. 방 두개에 큰 침대 두개라 성인4명이 아주 편하게 잠. 거실과 다이닝이 나눠있어서 편하게 밥먹고 안락하게 소파에서 휴식을 취함.  거실과 방 모두 티비가 있음. 티비 3대~ 문 열고 바로 화장실 있어서 손 씻고 방 들어가기 좋음. 큰 방 화장실은 웬만한 방 크기라 아주아주 마음에 듬. 어매니티도 충분한데 다만 여자 넷이 머리감기엔 샴푸가 약간 모자람 하나 더 받았음 싶음. 수영장과 사우나를 1일 1회 이용할 수 있어서 사우나도 잘 즐기고 옴.,"['호텔', '라', '취사', '시설', '여유', '지', 'ㄹ거라', '생각', '는데', '집', '주방', '좋', '아서', '놀라', '필요', '식기', '조리', '도구', '구비', '어', '냉장고', '크기', '크', '어서', '좋', '방', '두개', '크', '침대', '두개', '라', '성인', '편하', '게', '잠', '거실', '다이닝', '나누', '어', '어서', '편하', '게', '밥', '먹', '고', '안락', '게', '소파', '휴식', '취하', '거실', '방', '티비', '있', '티비', '문', '열', '고', '화장실', '있', '어서', '손', '씻', '고', '방', '들어가', '좋', '크', '방', '화장실', '방', '크기', '라', '마음', '드', '어매', '니', '티', 'ㄴ데', '여자', '머리', '감기', '샴푸', '모자라', '받', '수영장', '사우나', '이용', '있', '어서', '사우나', '즐기', '고', '오']","['호텔', '라', '취사', '시설', '여유', 'ㄹ거라', '는데', '주방', '아서', '놀라', '필요', '식기', '조리', '도구', '구비', '어', '냉장고', '크기', '어서', '방', '두개', '침대', '두개', '라', '성인', '편하', '게', '잠', '거실', '다이닝', '나누', '어', '어서', '편하', '게', '밥', '먹', '고', '안락', '게', '소파', '휴식', '취하', '거실', '방', '티비', '있', '티비', '문', '열', '고', '화장실', '있', '어서', '손', '씻', '고', '방', '들어가', '방', '화장실', '방', '크기', '라', '마음', '드', '어매', '니', '티', 'ㄴ데', '머리', '감기', '샴푸', '모자라', '수영장', '사우나', '이용', '있', '어서', '사우나', '즐기', '고']"
2408,조식 맛있어요,"['조식', '맛있', '어요']","['조식', '맛있', '어요']"
2409,주니어스위트로 예약했었는데 현장에서 업그레이드 해주셔서 좋았고 주방도 필요한 것 모두 갖춰져있어서 편했습니다. 룸컨디션도 너무 좋았고 침구도 편안해서 편하게 쉬다 왔습니다.,"['주니어', '스위트', '예약', '는데', '현장', '업그레이드', '하', '아', '어서', '좋', '고', '주방', '필요', '갖추', '어', '어', '어서', '편하', '룸', '컨디션', '좋', '고', '침구', '편안', '아서', '편하', '게', '쉬', '다', '오']","['주니어', '스위트', '예약', '는데', '현장', '업그레이드', '아', '어서', '고', '주방', '필요', '갖추', '어', '어', '어서', '편하', '룸', '컨디션', '고', '침구', '편안', '아서', '편하', '게', '쉬', '다']"
2410,이전 방문기억이 너무 좋아서 재방문했는데 여전히 좋았습니다 근처에 바로 이마트있고 역과 호텔이 가까워서 이용이 편리했습니다 룸컨디션도 좋고 특히 레지던스에서 음식해먹고 와인먹으면 최고예요!! 또 기회가 있다면 방문하고 싶습니다,"['이전', '방문', '기억', '좋', '아서', '방문', '는데', '좋', '근처', '이마트', '있', '고', '역', '호텔', '가깝', '어서', '이용', '편리', '룸', '컨디션', '좋', '고', '레지던스', '음식', '아', '고', '와인', '먹', '으면', '최고', '기회', '있', '다면', '방문', '고', '습니다']","['이전', '방문', '기억', '아서', '방문', '는데', '근처', '이마트', '있', '고', '역', '호텔', '가깝', '어서', '이용', '편리', '룸', '컨디션', '고', '레지던스', '음식', '아', '고', '와인', '먹', '으면', '최고', '기회', '있', '다면', '방문', '고', '습니다']"
2411,숙소도 깨끗하구 수영장 사우나도 좋았어요:),"['숙소', '구', '수영장', '사우나', '좋']","['숙소', '구', '수영장', '사우나']"
2412,요청사항을 잘 반영해주신 덕분에 좋은 뷰를 보며 좋은 추억 남기며 잘 쉬었습니다. 방음도 완벽해서 조용하게 푹 잤어요.,"['요청', '사항', '반영', '아', '덕분', '좋', '뷰', '보', '며', '좋', '추억', '남기', '며', '쉽', '방음', '완벽', '아서', '게', '자']","['요청', '사항', '반영', '아', '덕분', '뷰', '며', '추억', '남기', '며', '쉽', '방음', '완벽', '아서', '게', '자']"
2413,"깨끗하고 가격대비 서비스, 상태 좋았네요","['고', '가격', '대비', '서비스', '상태', '좋']","['고', '가격', '대비', '서비스', '상태']"
2414,"레지던스 치고, 룸컨디션도 좋고 시설이 잘되어 있어 편하게 묶었습니다. 건조가능한 세탁기와, 인덕션, 렌지겸오븐 등 주방시설이 너무 만족스럽습니다. 욕실도 잘되어 있고 좋았어요.","['레지던스', '치', '고', '룸', '컨디션', '좋', '고', '시설', '어', '있', '어', '편하', '게', '묶', '건조', '가능', '세탁기', '인덕', '션', '렌지', '오븐', '주방', '시설', '만족스럽', '욕실', '어', '있', '고', '좋']","['레지던스', '치', '고', '룸', '컨디션', '고', '시설', '어', '있', '어', '편하', '게', '묶', '건조', '가능', '세탁기', '인덕', '션', '렌지', '오븐', '주방', '시설', '만족스럽', '욕실', '어', '있', '고']"
2415,"일단 객실은 너무 만족스러웠습니다! 예약할때 찾아본것처럼 객실 자체도 넓고  요청드린대로 한강뷰라서 뷰도 좋았어요! 냉방조절도 방마다 잘되서 쾌적했습니다.ㅎㅎ 생긴지 그렇게 오래되지않고 잘관리해서 그런지 가구나 주방기구도 깨끗하고 다양해서 좋았습니다. 어매니티도 다양하게 있는편이었어요. 2박 지내는 동안 객실정비는 받지 않고 대신 이것저것 추가요청드렸는데  조금 시간이 걸리긴했지만 잘 가져다 주셨어요. 룸서비스도 좀 식은게 있긴했지만 꽤많이 시킨거에 비해 오래걸리지 않아서 좋았어요. 사실 가성비 좋은 가격이라 할순없지만, 코로나때문에 돌아다닐수 없는요즘ㅠ 객실이 좋고 고급스러워서 너무 만족스러운 여름휴가 호캉스였습니다.ㅎㅎ","['객실', '만족', '예약', '때', '찾아보', '객실', '자체', '넓', '고', '요청', '드리', '한강', '뷰', '라서', '뷰', '좋', '냉방', '조절', '방', '어서', '스', 'ㅂ니다.', '생기', 'ㄴ지', '오래되', '지', '고', '관리', '아서', '그렇', 'ㄴ지', '가', '구나', '주방', '기구', '고', '아서', '좋', '어매', '니', '티', '게', '있', '박', '지내', '동안', '객실', '정비', '받', '지', '고', '대신', '이것저것', '추가', '요청', '드리', '는데', '시간', '걸리', '하', '지만', '가지', '어다', '룸서비스', '게', '있', '하', '지만', '시키', '비하', '아', '걸리', '지', '아서', '좋', '성비', '좋', '가격', '라', '하', '순', '없', '지만', '코로나', '돌아다니', '없', '오즈', '뮤', '객실', '좋', '고', '고급', '어서', '만족스럽', '여름휴가', '캉', '스', '스', 'ㅂ니다.']","['객실', '만족', '예약', '찾아보', '객실', '자체', '넓', '고', '요청', '드리', '한강', '뷰', '라서', '뷰', '냉방', '조절', '방', '어서', '스', 'ㅂ니다.', '생기', 'ㄴ지', '오래되', '고', '관리', '아서', 'ㄴ지', '구나', '주방', '기구', '고', '아서', '어매', '니', '티', '게', '있', '박', '지내', '동안', '객실', '정비', '고', '대신', '이것저것', '추가', '요청', '드리', '는데', '걸리', '지만', '어다', '룸서비스', '게', '있', '지만', '비하', '아', '걸리', '아서', '성비', '가격', '라', '순', '지만', '코로나', '돌아다니', '오즈', '뮤', '객실', '고', '고급', '어서', '만족스럽', '여름휴가', '캉', '스', '스', 'ㅂ니다.']"
2416,"- 아침 식사 룸서비스로 신청 / 맛 끝내줌 - 한강뷰, 공기청정기, 가습기, 고층 말씀드렸는데, 알맞게 다 해주셨음. - 직원분들 매우 친절합니다. - 요리할 수 있는 모든 게 갖춰짐. 레지던스 이용객들은 여기 꼭 이용해보시길!! - 어메니티 르라보 굿 / 네스프레소 커피머신 캡슐 4개 구비 굿!","['아침', '식사', '룸서비스', '신청', '맛', '끝내주', '한강', '뷰', '공기', '청정기', '가습기', '고층', '말씀드리', '는데', '알맞', '게', '하', '아', '직원', '친절', '요리', '있', '게', '갖춰지', '레지던스', '이용객', '이용', '아', '길', '어메', '니', '티', '르', '라보', '굿', '네스', '프레', '소', '커피', '머신', '캡슐', '구비', '굿']","['아침', '식사', '룸서비스', '신청', '맛', '끝내주', '한강', '뷰', '공기', '청정기', '가습기', '고층', '말씀드리', '는데', '알맞', '게', '아', '직원', '친절', '요리', '있', '게', '갖춰지', '레지던스', '이용객', '이용', '아', '길', '어메', '니', '티', '르', '라보', '굿', '네스', '프레', '소', '커피', '머신', '캡슐', '구비', '굿']"
2417,안먹어봣지만 일단만족,"['먹', '어', '지만', '일단', '만족']","['먹', '어', '지만', '일단', '만족']"
2418,휘트니스 사우나 룸상태 다 훌륭했고 조식도 맛있었습니다,"['휘트니스', '사우나', '룸', '상태', '고', '조식', '맛있']","['휘트니스', '사우나', '룸', '상태', '고', '조식', '맛있']"
2419,"딱히 흠잡을 곳 없이 최고였습니다. 침구류도 너무 좋았으며, 사우나 시설도 최고였습니다.","['흠잡', '곳', '최고', '침구', '좋', '으며', '사우나', '시설', '최고']","['흠잡', '곳', '최고', '침구', '으며', '사우나', '시설', '최고']"
2420,취사와 세탁이 가능해서 편하게 있었습니다. 조식도 맛있고 친절해서 좋았어요,"['취사', '세탁', '가능', '아서', '편하', '게', '조식', '맛있', '고', '친절', '아서', '좋', '어요']","['취사', '세탁', '가능', '아서', '편하', '게', '조식', '맛있', '고', '친절', '아서', '어요']"
2421,일단 호텔이 새로 지어서 깨끗하고 좋았어요. 조식하는 곳도 좋고 종류가 다양해서 좋았어요. 교통도 편리해서 다양한 곳에 사는 친구들이 같이 모이기가 좋았던거 같아요. 친구 생일이었는데 손으로 직접 쓰신 카드까지 준비해 주셔서 감동이었어요. 덕분에 친구들과 좋은 추억 만들었네요.,"['호텔', '어서', '고', '좋', '조식', '곳', '좋', '고', '종류', '아서', '좋', '교통', '편리', '아서', '곳', '살', '친구', '모이', '좋', '같', '친구', '생일', '는데', '손', '쓰', '카드', '준비', '아', '어서', '감동', '덕분', '친구', '좋', '추억', '만들']","['호텔', '어서', '고', '조식', '곳', '고', '종류', '아서', '교통', '편리', '아서', '곳', '친구', '모이', '친구', '생일', '는데', '손', '쓰', '카드', '준비', '아', '어서', '감동', '덕분', '친구', '추억']"
2422,취사가 가능하고 넓어서 좋았어요,"['취사', '가능', '고', '넓', '어서', '좋', '어요']","['취사', '가능', '고', '넓', '어서', '어요']"
2423,룸 컨디션 좋았고 서비스가 대부분 훌륭하였습니다.,"['룸', '컨디션', '좋', '고', '서비스', '대부분']","['룸', '컨디션', '고', '서비스', '대부분']"
2424,조용하며~호캉스즐기기에좋네요,"['며', '호', '캉', '스', '즐기', '기에', '좋', '네요']","['며', '호', '캉', '스', '즐기', '기에', '네요']"
2425,역이랑 가깝고 마트도 가깝고 시설도 완벽하고 좋았습니다,"['역', '가깝', '고', '마트', '가깝', '고', '시설', '완벽', '고', '좋']","['역', '가깝', '고', '마트', '가깝', '고', '시설', '완벽', '고']"
2426,체크인시 직원분이 너무 친절하셨어요!  숙소도 너무 편하고 좋았습니다~,"['체크인', '직원', '친절', '숙소', '편하', '고', '좋']","['체크인', '직원', '친절', '숙소', '편하', '고']"
2427,룸 컨디션이 매우 좋았고 음식을 조리해먹을 수 있는 점이 매우 만족스러웠음 무엇보다 침구가 매우 편안하고 욕실도 청결했음 조식까지 불필요한 것 없이 깔끔해서 매우 만족스러웠음,"['룸', '컨디션', '좋', '고', '음식', '조리', '해먹', '있', '점', '만족', '침구', '편안', '고', '욕실', '청결', '조식', '필요', '아서', '만족']","['룸', '컨디션', '고', '음식', '조리', '해먹', '있', '만족', '침구', '편안', '고', '욕실', '청결', '조식', '필요', '아서', '만족']"
2428,우선 모든 시설이 깨끗하고 직원들도 친절했습니다 주차도 자리가 많아서 편했구요,"['시설', '고', '직원', '친절', '주차', '자리', '많', '아서', '편하']","['시설', '고', '직원', '친절', '주차', '자리', '아서', '편하']"
2429,요리할수있다는점이 가장좋았어요 뷰도 최고최고,"['요리', '좋', '어요', '뷰', '최고', '최고']","['요리', '어요', '뷰', '최고', '최고']"
2430,"1. 모든 직원이 매우 친절하였습니다. 2. 룸서비스 음식의 만족도가 높았습니다. 3. 신혼 첫날 밤이었는데 손수 편지를 써주시고, 정성을 기울인(초콜릿으로 모양낸) 티라미수를 제공해주셨습니다. 4. Late check out도 1시로 조정해 주셨습니다. 5. 용산 이마트가 가까워 필요한 집기를 준비하기 좋았습니다. 6. 세탁기와 세제가 있어 빨래가 가능했습니다. 7. 음식 조리 도구가 있어 식사 및 다과에도 좋았습니다. 8. 옷장도 넓고 좋았습니다.","['직원', '친절', '룸서비스', '음식', '만족도', '높', '신혼', '첫날', '밤', '는데', '편지', '쓰', '어', '고', '정성', '기울이', '초콜릿', '모양내', '티', '라미', '제공', '아', '조정', '아', '용산', '이마트', '가깝', '어', '필요', '집기', '준비', '지', '좋', '세탁기', '세제', '있', '어', '빨래', '가능', '음식', '조리', '도구', '있', '어', '식사', '다과', '좋', '옷장', '넓', '고', '좋']","['직원', '친절', '룸서비스', '음식', '만족도', '높', '신혼', '첫날', '밤', '는데', '편지', '쓰', '어', '고', '정성', '기울이', '초콜릿', '모양내', '티', '라미', '제공', '아', '조정', '아', '용산', '이마트', '가깝', '어', '필요', '집기', '준비', '세탁기', '세제', '있', '어', '빨래', '가능', '음식', '조리', '도구', '있', '어', '식사', '다과', '옷장', '넓', '고']"
2431,"넓고 편안한 스위트룸이 깨끗하고 밝은 분위기라 좋았습니다. 온 가족이 함께여서 더욱 좋았고, 직원들의 친절함과 여러가지 시설에 아이들도 좋았했습니다. 휴일이라 주변도 조용하고, 조금만 나가면 용산역 근처의 여러 시설도 이용할 수 있습니다. 특히나, 주차장 입구에서 부터 체온을 재어 입장객의 건강을 체크하니 맘이 놓이더군요~ 감사합니다.","['넓', '고', '편안', '스위트룸', '고', '밝', '분위기', '라', '좋', '오', '가족', '어서', '좋', '고', '직원', '친절', '시설', '아이', '좋', '휴일', '라', '주변', '고', '조금', '나가', '면', '용산역', '근처', '시설', '이용', '주차장', '입구', '체온', '재', '어', '입장객', '건강', '체크', '니', '맘', '놓이']","['넓', '고', '편안', '스위트룸', '고', '밝', '분위기', '라', '가족', '어서', '고', '직원', '친절', '시설', '아이', '휴일', '라', '주변', '고', '조금', '나가', '면', '용산역', '근처', '시설', '이용', '주차장', '입구', '체온', '재', '어', '입장객', '건강', '체크', '니', '맘', '놓이']"
2432,"깔끔한 시설, 친절한 직원, 넓은 객실, 청결하고 큰 욕실, 빠질것 없이 좋았던 에메니티, 주방시설과 세탁실도 완벅했다.","['시설', '친절', '직원', '넓', '객실', '청결', '고', '크', '욕실', '빠지', '좋', '에메', '티', '주방', '시설', '세탁실', '완']","['시설', '친절', '직원', '넓', '객실', '청결', '고', '욕실', '빠지', '에메', '티', '주방', '시설', '세탁실', '완']"
2433,5인을 수용할 수 있는 호텔이 별로 없는데 엑스트라베드까지 편해서 좋았습니다. 생일케이크와 손편지도 감동이었습니다.,"['인', '수용', '있', '호텔', '없', '는데', '엑스트라', '베드', '편하', '아서', '좋', '생일', '케이크', '손', '편지', '감동']","['인', '수용', '있', '호텔', '는데', '엑스트라', '베드', '편하', '아서', '생일', '케이크', '손', '편지', '감동']"
2434,"수영장,시설","['수영장', '시설']","['수영장', '시설']"
2435,깔끔하고 청결하게 아침식사 장소 및 음식들이 준비되어 있었다.,"['고', '청결', '게', '아침', '식사', '장소', '음식', '준비', '어']","['고', '청결', '게', '아침', '식사', '장소', '음식', '준비', '어']"
2436,조식 뷔페는 첫날의 경우 만족스러웠지만 둘째날에는 조금 실망스러웠습니다.,"['조식', '뷔페', '첫날', '경우', '만족', '지만', '날', '실망']","['조식', '뷔페', '첫날', '만족', '지만', '날', '실망']"
