,sentence,cleansed_target,cleansed_stopwords
0,직원분들이 다들 친절하셨어요,"['직원', '다', '친절', '어요']","['직원', '다', '친절', '어요']"
1,"아침뷔페 및 바다가 보이는 수영장, 사우나 시설 모두 탑티어 입니다.  비용이 부담되기는 하는데 평일로 예약해서 다시 가고 싶네여 ~!!!","['아침', '뷔페', '바다', '보이', '수영장', '사우나', '시설', '탑', '티어', '비용', '부담', '하', '는데', '평일', '예약', '아서', '가', '고', '네', '어']","['아침', '뷔페', '바다', '수영장', '사우나', '시설', '탑', '티어', '비용', '부담', '는데', '평일', '예약', '아서', '고', '네', '어']"
2,위치 서비스 전부 만족해요,"['위치', '서비스', '만족', '아요']","['위치', '서비스', '만족', '아요']"
3,조식 만족스러웠습니다. 객실내 조명 불량으로 불이 꺼지지않는 상황에서 새벽에 문의를 했음에도 직원의 대응이 굉장히 좋았습니다.,"['조식', '만족', '객실', '조명', '불량', '불', '꺼지', '지', '상황', '새벽', '문의', '하', '직원', '대응', '좋']","['조식', '만족', '객실', '조명', '불량', '불', '꺼지', '상황', '새벽', '문의', '직원', '대응']"
4,깔끔하고 서비스 다 너무좋았어요,"['고', '서비스', '좋', '어요']","['고', '서비스', '어요']"
5,"해운대해수욕장 바로 앞에 위치해있어 바로 나가 산책할 수 있을 정도로 가까웠습니다. 직원이 처음부터 끝까지 친절하게 안내하고 챙겨주셨습니다. 전망이 끝내줍니다. 베게가 기본적으로 두개가 제공되어, 자신에게 맞는 베게를 고를 수 있도록 해주셨습니다. 살롱드 시그니엘 라운지 무제한 이용 가능합니다. 사우나도 이용 했는데, 욕조 바로옆에 바다 전망이 있어서 황홀했습니다.","['해운대', '해수욕장', '앞', '위치', '아', '어', '산책', '있', '정도', '가깝', '직원', '처음', '끝', '친절', '게', '안내', '고', '챙겨주', '전망', '끝내주', '베', '게', '기본', '두개', '제공', '어', '자신', '맞', '베', '게', '고르', '있', '도록', '하', '아', '살롱', '드', '시', '엘', '라운지', '제한', '이용', '가능', '사우나', '이용', '하', '는데', '욕조', '옆', '바다', '전망', '있', '어서', '황홀']","['해운대', '해수욕장', '위치', '아', '어', '산책', '있', '가깝', '직원', '처음', '끝', '친절', '게', '안내', '고', '챙겨주', '전망', '끝내주', '베', '게', '기본', '두개', '제공', '어', '맞', '베', '게', '고르', '있', '도록', '아', '살롱', '드', '시', '엘', '라운지', '제한', '이용', '가능', '사우나', '이용', '는데', '욕조', '옆', '바다', '전망', '있', '어서', '황홀']"
6,크리스마스 기념으로 다녀왔는데 정말 시설도 시설이지만 직원분들의 세세한 배려와 친절함에 많이 감동하고 갑니다.,"['크리스마스', '기념', '다녀오', '는데', '시설', '시설', '지만', '직원', '배려', '친절', '감동', '고', '가']","['크리스마스', '기념', '다녀오', '는데', '시설', '시설', '지만', '직원', '배려', '친절', '감동', '고']"
7,다 좋았어요 최고의 서비스,"['좋', '어요', '최고', '서비스']","['어요', '최고', '서비스']"
8,직원들이 전체적으로 친절함. 필요한 것 요구사항 있으면 피드백이 빠름 . 뭔가 길게 기다린 적 없음. 오션뷰도 만족.,"['직원', '전체', '친절', '필요', '요구', '사항', '있', '으면', '피드백', '빠르', 'ㄴ가', '길', '게', '기다리', '없', '오션', '뷰', '만족']","['직원', '전체', '친절', '필요', '요구', '사항', '있', '으면', '피드백', '빠르', 'ㄴ가', '길', '게', '기다리', '오션', '뷰', '만족']"
9,위치도 좋고 깔끔한데다가 직원들이 매우 친절했습니다 조식도 잘 나왔고요.  바다를 마주보는 침대의 위치도 인상적이었습니다,"['위치', '좋', '고', 'ㄴ데다가', '직원', '친절', '조식', '나오', '바다', '마주보', '침대', '위치', '인상']","['위치', '고', 'ㄴ데다가', '직원', '친절', '조식', '바다', '마주보', '침대', '위치', '인상']"
10,"직원들이 모두 친절하게 해주셨고 짐을 옮겨주는 직원분이 있었는데 너무너무나도 친절하고 자세하게 알려주셔서 너무 고마웠어요. 이름을 알았더라면 더 좋았을텐데 못물어보고 후기를 남깁니다. 침실, 화장실, 식당, 라운지 전부 매우 만족이었고 가는 곳 마다 직원분들이 친절하게 해주셔서 또 꼭 다시 한번 가보고싶습니다.","['직원', '친절', '게', '하', '아', '고', '짐', '옮기', '어', '직원', '는데', '친절', '고', '게', '알려주', '어서', '고맙', '이름', '알', '더라면', '좋', '을텐데', '물어보', '고', '후기', '남기', '침실', '화장실', '식당', '라운지', '만족', '고', '가', '곳', '말', '다', '직원', '친절', '게', '하', '아', '어서', '가', '아', '고']","['직원', '친절', '게', '아', '고', '짐', '옮기', '어', '직원', '는데', '친절', '고', '게', '알려주', '어서', '고맙', '이름', '더라면', '을텐데', '물어보', '고', '후기', '남기', '침실', '화장실', '식당', '라운지', '만족', '고', '곳', '다', '직원', '친절', '게', '아', '어서', '아', '고']"
11,아침도 맛있고 그냥 편안하고 너무 좋았습니다. 일상으로 돌아와서도 계속 생각이 날 정도로 좋은 시간을 보낼 수 있었습니다. 최고에요 시그니엘 부산~,"['아침', '맛있', '고', '편안', '고', '좋', '일상', '돌아오', '아서', '생각', '날', '정도', '좋', '시간', '보내', '최고', '시', '엘', '부산']","['아침', '맛있', '고', '편안', '고', '일상', '돌아오', '아서', '날', '보내', '최고', '시', '엘', '부산']"
12,모든 서비스와 시설 무엇하나 실망한게 없습니다!,"['서비스', '시설', '하나', '실망', 'ㄴ게', '없']","['서비스', '시설', '실망', 'ㄴ게']"
13,"서비스 , 서비스, 서비스, 서비스......,수영장, 침구&침대, 라운지 ♡","['서비스', '서비스', '서비스', '서비스', '수영장', '침구', '침대', '라운지']","['서비스', '서비스', '서비스', '서비스', '수영장', '침구', '침대', '라운지']"
14,"너무너무 좋았어요  뷰, 친절, 쾌적함 어느것하나 빠짐없이 만족입니다. ㅎㅎ 태교여행으로 갔는데 잘 쉬다 왔습니다.","['좋', '어요', '뷰', '친절', '나', '만족', '태교', '여행', '가', '는데', '쉬', '다', '오']","['어요', '뷰', '친절', '만족', '태교', '여행', '는데', '쉬', '다']"
15,너무 편안하게 잘 쉬다 왔습니다 특히 침대가 너무 편해서 꿀잠 잤어용,"['편안', '게', '쉬', '다', '오', '침대', '편하', '아서', '꿀', '잠', '자', '어용']","['편안', '게', '쉬', '다', '침대', '편하', '아서', '꿀', '잠', '자', '어용']"
16,"모든 스탭 친절하고 웰컴티, 어메니티 충분하고 좋습니다! 충분한 힐링 보장되는 편안함과 해운대 뷰는 최고! 라운지 쿠키 정말 맛있습니다~!","['스탭', '친절', '고', '웰컴', '티', '어메', '니', '티', '고', '좋', '힐', '링', '보장', '편안', '해운대', '뷰', '최고', '라운지', '쿠키', '맛있']","['스탭', '친절', '고', '웰컴', '티', '어메', '니', '티', '고', '힐', '링', '보장', '편안', '해운대', '뷰', '최고', '라운지', '쿠키', '맛있']"
17,"모든 직원분들이 친절하게 응대해 주셨고, 수영장 뷰, 음식, 방뷰 모든게 좋았습니다. 그 중에 가장 좋았던건, 침대 ㅋㅋㅋㅋㅋㅋㅋ 아침에 일어나서, 이 배드 뭐지? ㅋㅋㅋ이대로 우리집으로 가지고 가고싶었습니다ㅋㅋㅋ 참고로, 거실에서 들리는 사람 소리나 옆방 소리 등, 소음관련 부분에서도 전혀 문제없었습니다. 어매니티, 캡슐커피, 수건, 슬리퍼 등 기본적인 것들도 잘 비치되어 있어 좋았습니다.","['직원', '친절', '게', '응대', '아', '고', '수영장', '뷰', '음식', '방', '뷰', '게', '좋', '좋', '침대', '아침', '일어나', '아서', '배드', '우리집', '가지', '고', '참고', '거실', '들리', '사람', '소리', '옆방', '소리', '소음', '관련', '부분', '문제없', '어매', '니', '티', '캡슐', '커피', '수건', '슬리퍼', '기본', '비치', '어', '있', '어', '좋']","['직원', '친절', '게', '응대', '아', '고', '수영장', '뷰', '음식', '방', '뷰', '게', '침대', '아침', '일어나', '아서', '배드', '우리집', '고', '참고', '거실', '들리', '옆방', '소음', '관련', '부분', '문제없', '어매', '니', '티', '캡슐', '커피', '수건', '슬리퍼', '기본', '비치', '어', '있', '어']"
18,친절하고 깨끗하고 너무 좋았습니다,"['친절', '고', '고', '좋']","['친절', '고', '고']"
19,친절하고,"['친절', '고']","['친절', '고']"
20,스탭들이 모두 정말 친절했고 무료 자켓 탈취 서비스도 유용했다. 조식 종류가 다양하고 베이커리류가 특히 맛있었다.,"['스탭', '친절', '고', '무료', '자켓', '탈취', '서비스', '유용', '조식', '종류', '고', '베이커리', '맛있']","['스탭', '친절', '고', '무료', '자켓', '탈취', '서비스', '유용', '조식', '종류', '고', '베이커리', '맛있']"
21,업그레이드해주셨는데 너무 좋았습니다,"['업그레이드', '아', '는데', '좋']","['업그레이드', '아', '는데']"
22,객실 청결등 만족,"['객실', '청결', '만족']","['객실', '청결', '만족']"
23,만족. 직원의 친절함.,"['만족', '직원', '친절']","['만족', '직원', '친절']"
24,조식이 다소 비싼감은 있으나 충분히 값어치를 한다고 생각합니다. 가장 뷰가 좋은 자리를 안내해주시는 직원분들의 센스가 참 좋았습니다.,"['조식', '비싸', 'ㄴ가', '있', '으나', '값어치', '하', 'ㄴ다고', '생각', '뷰', '좋', '자리', '안내', '아', '직원', '센스', '좋']","['조식', '비싸', 'ㄴ가', '있', '으나', '값어치', 'ㄴ다고', '뷰', '자리', '안내', '아', '직원', '센스']"
25,여태 먹어본 조식중에서 최고였습니다. 근처에 살았으면 조식을 따로 먹으러 갔을것 같네요.,"['먹', '어', '조식', '최고', '근처', '살', '으면', '조식', '먹', '으러', '가', '같']","['먹', '어', '조식', '최고', '근처', '으면', '조식', '먹', '으러']"
26,직원들의 서비스가 너무 좋았고  미포항이라는 위치 그리구 생각보다 한산했던 수영장  그리고 쾌적함 깔끔함 청소상태 모두모두 좋았습니다 특히 배게를 선택할 수 있는 서비스가 신선했고  연휴인데도 쾌적하게 휴가를 즐길 수 있어서  좋았습니다,"['직원', '서비스', '좋', '고', '미', '포항', '위치', '생각', '수영장', '청소', '상태', '좋', '배', '게', '선택', '있', '서비스', '고', '연휴', 'ㄴ데도', '게', '휴가', '즐기', '있', '어서', '좋']","['직원', '서비스', '고', '미', '포항', '위치', '수영장', '청소', '상태', '배', '게', '선택', '있', '서비스', '고', '연휴', 'ㄴ데도', '게', '휴가', '즐기', '있', '어서']"
27,"직원분들의 전문성과 친절함이 가장 좋았습니다. 아이가 벌레에 물렸는데 연고, 냉찜질팩을 전달해주시고 지속적인 관심을 가져주셨습니다.","['직원', '전문', '친절', '좋', '아이', '벌레', '물리', '는데', '연고', '냉찜질', '팩', '전달', '아', '고', '지속', '관심', '가지', '어']","['직원', '전문', '친절', '아이', '벌레', '물리', '는데', '연고', '냉찜질', '팩', '전달', '아', '고', '지속', '관심', '어']"
28,바다보이는수영장 와~^^^^^^^친절하게대해주셔서감사합니다!.녹차쿠키 너무맛나서 또가고 싶네요,"['바다', '보이', '수영장', '친절', '게', '대하', '아', '녹차', '쿠키', '맛나', '아서', '가', '고', '네요']","['바다', '수영장', '친절', '게', '아', '녹차', '쿠키', '맛나', '아서', '고', '네요']"
29,해운대 바다가 한눈에 들어오는 아름다운 뷰를 감상합니다. 해운대 오른쪽편 달맞이길 바로 옆이라 산책하기 좋습니다. 침구가 매우 푹신하여 숙면을 취할수 있었습니다. 8층 인피니티 수영장에서 바라보는 해운대가 너무 멋있습니다. 훌륭합니다. (수영장뷰 대박),"['해운대', '바다', '한눈', '들어오', '아름답', '뷰', '감상', '해운대', '오른쪽', '달맞이', '길', '옆', '라', '산책', '지', '좋', '침구', '어', '숙면', '취하', '인피니티', '수영장', '바라보', '해운대', '멋있', '수영장', '뷰', '박']","['해운대', '바다', '한눈', '들어오', '아름답', '뷰', '감상', '해운대', '오른쪽', '달맞이', '길', '옆', '라', '산책', '침구', '어', '숙면', '취하', '인피니티', '수영장', '바라보', '해운대', '멋있', '수영장', '뷰', '박']"
30,"조용하고 처음 객실까지 안내해주시는 분이 너무 친절하게 웃으면서 알려주셔서 너무 좋았어요 베게도 고를 수 있고, 라운지도 이용가능하고 편히쉬다가 왔습니다.","['고', '처음', '객실', '안내', '아', '친절', '게', '웃', '으면서', '알려주', '어서', '좋', '어요', '베', '게', '고르', '있', '고', '라운지', '이용', '가능', '고', '쉬', '다가', '오']","['고', '처음', '객실', '안내', '아', '친절', '게', '웃', '으면서', '알려주', '어서', '어요', '베', '게', '고르', '있', '고', '라운지', '이용', '가능', '고', '쉬', '다가']"
31,위치 좋음. 해운대 블루라인 해변열차 좋음.,"['위치', '좋', '해운대', '블루', '라인', '해변', '열차', '좋']","['위치', '해운대', '블루', '라인', '해변', '열차']"
32,"직원들의 응대가 너무 친절하고, 요청사항에 대한 처리도 너무 확실해서 호텔에 머무는 시간이 너무 편안했습니다. 객실창문이 오픈 가능한것도 좋았습니다. 인피니티풀도 인상적이었고 해운대가 가까운점, 그리고 미포항부터 송정항까지 운행하는 블루기차와의 거리가 가까운것도 참 좋았습니다.","['직원', '응대', '친절', '고', '요청', '사항', '대하', '처리', '아서', '호텔', '머물', '시간', '편안', '객실', '창문', '오픈', '좋', '인피니티', '풀', '인상', '고', '해운대', '가깝', '미', '포항', '송정', '항', '운행', '블루', '기차', '거리', '가깝', '좋']","['직원', '응대', '친절', '고', '요청', '사항', '처리', '아서', '호텔', '머물', '편안', '객실', '창문', '오픈', '인피니티', '풀', '인상', '고', '해운대', '가깝', '미', '포항', '송정', '항', '운행', '블루', '기차', '거리', '가깝']"
33,위치나 서비스는 뛰어납니다.,"['위치', '서비스', '뛰어나']","['위치', '서비스', '뛰어나']"
34,너무나도 친절했고 요구사항을 최선을 다해 들어주려고 해주시는게 좋았어요~ 처음 도착했을 때 묻지않아도 이용하는데 불편함이 없도록 이것저것 자세하게 설명해주셔서 좋았어요~ 마지막으로 뷰가 넘 좋았어요~~,"['친절', '고', '요구', '사항', '최선', '다하', '아', '들어주', '려고', '하', '아', '는게', '좋', '처음', '도착', '때', '묻', '지', '아도', '이용', '는데', '불편', '없', '도록', '이것저것', '게', '설명', '아', '어서', '좋', '마지막', '뷰', '좋']","['친절', '고', '요구', '사항', '최선', '다하', '아', '들어주', '려고', '아', '는게', '처음', '도착', '묻', '아도', '이용', '는데', '불편', '도록', '이것저것', '게', '설명', '아', '어서', '마지막', '뷰']"
35,"여름이 오기 전 붐비지 않는 시기에 다녀왔습니다~ 시그니엘 서울과는 다른 부산만의 장점이 가득하네요 청사포쪽,비치쪽 모두 장점이 각각 있는 객실이며,  음식 또한 만족스러웠습니다~ 이번 가을에는 레지던스로 예약해보았는데 기대가 됩니다^^","['여름', '오', '붐비', '지', '시기', '다녀오', '시', '엘', '서울', '부산', '장점', '네요', '청사', '포', '비치', '장점', '있', '객실', '며', '음식', '만족', '이번', '가을', '레지던스', '예약', '아', '는데', '기대', '되']","['여름', '붐비', '시기', '다녀오', '시', '엘', '서울', '부산', '장점', '네요', '청사', '포', '비치', '장점', '있', '객실', '며', '음식', '만족', '이번', '가을', '레지던스', '예약', '아', '는데', '기대']"
36,위치며 오션뷰며 너무좋습니다 직원들도 너무 친절하시고 방음도 잘 되고 너무 좋았습니다. 호텔서 꼼짝을 안해도 될 정도로 좋았네요.야외 수영장도 실내수영장도 온탕도 짱 입니다.,"['위치', '며', '오션', '뷰', '며', '좋', '습니다', '직원', '친절', '고', '방음', '되', '고', '좋', '호텔', '꼼짝', '안', '아도', '되', '정도', '좋', '야외', '수영장', '실내', '수영장', '온탕']","['위치', '며', '오션', '뷰', '며', '습니다', '직원', '친절', '고', '방음', '고', '호텔', '꼼짝', '아도', '야외', '수영장', '실내', '수영장', '온탕']"
37,직원분들의 친절도나 서비스는 다른 호텔에 비해 좋았습니다,"['직원', '친절', '서비스', '호텔', '비하', '아', '좋']","['직원', '친절', '서비스', '호텔', '비하', '아']"
38,해변 접근성 좋아요,"['해변', '접근', '좋', '아요']","['해변', '접근', '아요']"
39,객실분위기나 같이 숙박했던 손님들끼리의 성숙도도 있어보였고 확실히 주변 어느숙소보다도 격식있었습니다.,"['객실', '분위기', '숙박', '손님', '성숙도', '있', '어', '보이', '고', '주변', '숙소', '격식', '있']","['객실', '분위기', '숙박', '손님', '성숙도', '있', '어', '고', '주변', '숙소', '격식', '있']"
40,"야외수영장 수질이 깔끔해서 좋았음, 조식 퀄리티 좋았음, 원두 블랜딩 커피 맛있음. 베개 타입 고를수 있는 점 좋음. 침구류 좋음.","['야외', '수영장', '수질', '아서', '좋', '조식', '퀄리티', '좋', '원두', '블', '랜딩', '커피', '맛있', '베개', '타입', '고르', '있', '점', '좋', '침구', '좋']","['야외', '수영장', '수질', '아서', '조식', '퀄리티', '원두', '블', '랜딩', '커피', '맛있', '베개', '타입', '고르', '있', '침구']"
41,친절한직원 가장 최근에지어진 호텔인만큼 청결한시설,"['친절', '직원', '최근', '지어지', '호텔', '청결', '시설']","['친절', '직원', '최근', '지어지', '호텔', '청결', '시설']"
42,직원들 정말 친절하고 프리미어 오션 뷰 룸 생각보다 넓어서 좋았습니다. 객실뷰는 두말할 필요 없구요 ㅎ  잠자리도 편안합니다.,"['직원', '친절', '고', '프리미어', '오션', '뷰', '룸', '생각', '넓', '어서', '좋', '객실', '뷰', '두말', '필요', '없', '구요', '잠자리', '편안']","['직원', '친절', '고', '프리미어', '오션', '뷰', '룸', '넓', '어서', '객실', '뷰', '두말', '필요', '구요', '잠자리', '편안']"
43,침구류가 소리가 안나고 포근해서 피로를 풀 정도로 깔끔하고 직원들 서비스는 최상임 세계 좋은 호텔만큼 서비스 질은 좋았습니다,"['침구', '소리', '나', '고', '아서', '피로', '풀', '정도', '고', '직원', '서비스', '최상', '세계', '좋', '호텔', '서비스', '질', '좋']","['침구', '고', '아서', '피로', '풀', '고', '직원', '서비스', '최상', '세계', '호텔', '서비스', '질']"
44,"최근에 비슷한 가격으로 제주 신라호텔, 롯데호텔에도 몇박 투숙했었는데, 물론 제주도라 더 비쌌겠지만 확연하게 이번 시그니엘 투숙 경험이 좋았습니다. 체크인부터 대기할 공간도 꽤 마련돼있었고, 직원분이 안내도 친절하게 해주셨습니다. 전반적으로 직원분들 다 친절하셨어요! 숙소는 새거일수록 좋다는 말이 딱이었어요 ㅎㅎ 803호 미포항 뷰였는데 바다가 정면에 한눈에 보이게 침대가 놓여 있어서 특히 너무 좋았어요. 침구도 아주 편안했고 전반적인 인테리어도 고급스러우면서도 푸른빛으로 되어 세련되고 예뻤습니다. 웰컴티에 티푸드로 작은 쿠키가 준비된것도 센스있었고, 이용하진 않았지만 미니바 메뉴도 탐나게 잘 꾸려져 있었어요 ㅎㅎ 어메니티도 좋고 샤워타올 대신 해면스펀지(?)같은게 있었는데 그런 디테일 하나하나가 고급스럽고 좋았습니다! 강력추천해용.. 전망대도 투숙객에게는 할인돼서 한적하게 잘 봤어요 ㅎㅎ","['최근', '가격', '제주', '신라호텔', '롯데호텔', '박', '투숙', '는데', '제주도', '라', '비싸', '지만', '게', '이번', '시', '엘', '투숙', '경험', '좋', '체크인', '대기', '공간', '마련', '어', '고', '직원', '안내', '친절', '게', '하', '아', '전반', '직원', '친절', '숙소', 'ㄹ수록', '좋', '말', '어요', '미', '포항', '뷰', '는데', '바다', '정면', '한눈', '보이', '게', '침대', '놓이', '어', '있', '어서', '좋', '침구', '편안', '고', '전반', '인테리어', '고급', '면서', '푸른빛', '되', '어', '세련', '고', '예쁘', '웰컴', '티', '티', '푸드', '작', '쿠키', '준비', '센스', '있', '고', '이용', '지', '지만', '미니', '메뉴', '탐나', '게', '꾸리', '어', '어', '어요', '어메', '니', '티', '좋', '고', '샤워', '다', '대신', '해면', '스펀지', '같', '게', '는데', '디테일', '하나하나', '고급스럽', '고', '좋', '추천', '전망대', '투숙객', '할인', '어서', '게', '보', '어요']","['최근', '가격', '제주', '신라호텔', '롯데호텔', '박', '투숙', '는데', '제주도', '라', '비싸', '지만', '게', '이번', '시', '엘', '투숙', '경험', '체크인', '대기', '공간', '마련', '어', '고', '직원', '안내', '친절', '게', '아', '전반', '직원', '친절', '숙소', 'ㄹ수록', '어요', '미', '포항', '뷰', '는데', '바다', '정면', '한눈', '게', '침대', '놓이', '어', '있', '어서', '침구', '편안', '고', '전반', '인테리어', '고급', '면서', '푸른빛', '어', '세련', '고', '예쁘', '웰컴', '티', '티', '푸드', '작', '쿠키', '준비', '센스', '있', '고', '이용', '지만', '미니', '메뉴', '탐나', '게', '꾸리', '어', '어', '어요', '어메', '니', '티', '고', '샤워', '다', '대신', '해면', '스펀지', '게', '는데', '디테일', '하나하나', '고급스럽', '고', '추천', '전망대', '투숙객', '할인', '어서', '게', '어요']"
45,서비스가 너무 좋았습니다 뷰도 너무 좋았구요,"['서비스', '좋', '뷰', '좋']","['서비스', '뷰']"
46,"직원들의 서비스와 친절도가 매우매우 좋았고, 제가 가본 호텔 중 최고의 친절과 서비스 만족도가 높았습니다. 다시한번 가고 싶은 호텔이었습니다.","['직원', '서비스', '친절', '좋', '고', '가', '아', '호텔', '최고', '친절', '서비스', '만족도', '높', '가', '고', '호텔']","['직원', '서비스', '친절', '고', '아', '호텔', '최고', '친절', '서비스', '만족도', '높', '고', '호텔']"
47,엄청난 친절함 좋은 웰컴 샴페인 이래도 되나 싶을정도의 친절함,"['엄청나', '친절', '좋', '웰컴', '샴페인', '되', '나', '정도', '친절']","['엄청나', '친절', '웰컴', '샴페인', '친절']"
48,직원 분들 서비스 위치 뷰 온수풀 룸서비스,"['직원', '서비스', '위치', '뷰', '수풀', '룸서비스']","['직원', '서비스', '위치', '뷰', '수풀', '룸서비스']"
49,전망과 라운지 이용은 굿굿!,"['전망', '라운지', '이용', '굿', '굿']","['전망', '라운지', '이용', '굿', '굿']"
50,완벽해요,"['완벽', '아요']","['완벽', '아요']"
51,일단 룸이 조용합니다. 복도 소음이 안들려서 좋았어요.  시설이나 친절도도 높고 - 이정도는 기본이지만..  지내기 불편함 크게 없었습니다.,"['룸', '복도', '소음', '들리', '어서', '좋', '시설', '친절', '높', '고', '정도', '기본', '지내', '불편', '크', '게', '없']","['룸', '복도', '소음', '들리', '어서', '시설', '친절', '높', '고', '기본', '지내', '불편', '게']"
52,부산오면 창문 열려서 밤에 파도소리 들을수 있는 곳 가는게 좋더라구요 룸서비스에서 한 식사도 맛있었습니다,"['부산', '오', '면', '창문', '열리', '어서', '밤', '파도', '소리', '들', '있', '곳', '가', '는게', '좋', '더라구요', '룸서비스', '식사', '맛있']","['부산', '면', '창문', '열리', '어서', '밤', '파도', '있', '곳', '는게', '더라구요', '룸서비스', '식사', '맛있']"
53,위치가 굿이네요^^ 조금만 더 저렴하면 더 자주자주 방문할듯요#,"['위치', '굿', '조금', '면', '방문', '요']","['위치', '굿', '조금', '면', '방문', '요']"
54,방이넓고 지은지얼마안되서 모든게 다깨끗한편이었어요 서비스도 말만친절하기보다는 직접이용할수있는 다림징서비스나 웰컴티나 짐가져다주시는 서비스까지 확실히달라요 특히 라운지이용이 진짜추천해요 방에서는 휴식만하규 긴식이 해결되는곳이있어서 부산에사는 여기가 1등인듯해요,"['방', '넓', '고', '은지', '얼마', '안', '어서', '게', '어요', '서비스', '말', '친절', '직접', '이용', '다림', '징', '서비스', '웰컴', '티나', '짐', '가져다주', '서비스', '다르', '아요', '라운지', '이용', '진짜', '추천', '아요', '방', '휴식', '하규', '길', '해결', '곳', '있', '어서', '부산', '사', '어요']","['방', '넓', '고', '은지', '얼마', '어서', '게', '어요', '서비스', '친절', '직접', '이용', '다림', '징', '서비스', '웰컴', '티나', '짐', '가져다주', '서비스', '다르', '아요', '라운지', '이용', '진짜', '추천', '아요', '방', '휴식', '하규', '길', '해결', '곳', '있', '어서', '부산', '사', '어요']"
55,"뷰가 너무 예뻣고, 객실을 더 잘 보이는 곳으로 옮겨달라고 했는데 옮겨주셔서 너무 뜻깊은 휴식 여행이 되어서 좋았습니다.","['뷰', '예쁘', '고', '객실', '보이', '곳', '옮기', '어', '라고', '하', '는데', '옮기', '어', '어서', '뜻깊', '휴식', '여행', '되', '어서', '좋']","['뷰', '예쁘', '고', '객실', '곳', '옮기', '어', '라고', '는데', '옮기', '어', '어서', '뜻깊', '휴식', '여행', '어서']"
56,"해운대의 끝자락에 위치했지만 미포항역부터 시작되는 해변 산책로가 걸어서 1분 거리에 있어서 해운대와 해변산책로를 모두 만끽할 수 있는 좋은 위치며, 롯데시그니엘에 걸맞는 편안한 침구류, 어매너티, 서비스와 오션뷰, 인피니티풀, 저녁부페 처럼 다양한 음식의 아침부페, 빠른 체크아웃 등이 좋았다.","['해운대', '끝', '자락', '위치', '지만', '미', '포항역', '시작', '해변', '산책로', '걷', '어서', '거리', '있', '어서', '해운대', '해변', '산책로', '만끽', '있', '좋', '위치', '며', '롯데', '시', '엘', '걸맞', '편안', '침구', '어', '매너', '티', '서비스', '오션', '뷰', '인피니티', '풀', '저녁', '부페', '음식', '아침', '부페', '빠르', '체크아웃', '좋']","['해운대', '끝', '자락', '위치', '지만', '미', '포항역', '시작', '해변', '산책로', '걷', '어서', '거리', '있', '어서', '해운대', '해변', '산책로', '만끽', '있', '위치', '며', '롯데', '시', '엘', '걸맞', '편안', '침구', '어', '매너', '티', '서비스', '오션', '뷰', '인피니티', '풀', '저녁', '부페', '음식', '아침', '부페', '빠르', '체크아웃']"
57,"좋은 뷰, 최고의 서비스","['좋', '뷰', '최고', '서비스']","['뷰', '최고', '서비스']"
58,시설이 너무 좋았어요,"['시설', '좋', '어요']","['시설', '어요']"
59,아침식사도맛있고 너무 친절해서 편안한휴식을 취했습니다.,"['아침', '식사', '맛있', '고', '친절', '아서', '편안', '휴식', '취하']","['아침', '식사', '맛있', '고', '친절', '아서', '편안', '휴식', '취하']"
60,"직원들이 너무 친절합니다. 제가 가본 부산 호텔 중 가장 친절! 해외 고급 호텔 서비스와 비슷했습니다. 웰컴 서비스 다과, 중간 방 점검서비스도 좋았고 특히 더 뷰 레스토랑 뷔페는 꼭 먹어봐야 한다고 생각합니다.","['직원', '친절', '가', '아', '부산', '호텔', '친절', '해외', '고급', '호텔', '서비스', '웰컴', '서비스', '다과', '중간', '방', '점검', '서비스', '좋', '고', '뷰', '레스토랑', '뷔페', '먹', '어', '아야', '하', 'ㄴ다고', '생각']","['직원', '친절', '아', '부산', '호텔', '친절', '해외', '고급', '호텔', '서비스', '웰컴', '서비스', '다과', '중간', '방', '점검', '서비스', '고', '뷰', '레스토랑', '뷔페', '먹', '어', '아야', 'ㄴ다고']"
61,"한국/해외 에서 묵었던 모든 숙소중 1위로 친절하다. 침구가 여태것 경험해보지 못한 편안함이다. (검색해보니 이탈리아 프레떼 라는 브랜드인데 베게가 200만원이 넘는다). 뷰와 청결도 모두 최상, 1층 와인샵에는 브르고뉴와인도 다양하게 있다","['한국', '해외', '묵', '숙소', '친절', '침구', '여태', '경험', '아', '지', '편안', '검색', '아', '니', '이탈리아', '레떼', '브랜드', 'ㄴ데', '베', '게', '넘', '뷰', '청결', '최상', '와인', '샵', '르', '고', '뉴', '인도', '게', '있', '다']","['한국', '해외', '묵', '숙소', '친절', '침구', '여태', '경험', '아', '편안', '검색', '아', '니', '이탈리아', '레떼', '브랜드', 'ㄴ데', '베', '게', '넘', '뷰', '청결', '최상', '와인', '샵', '르', '고', '뉴', '인도', '게', '있', '다']"
62,직원분들이 너무 친절해서 잘 쉬었습니다 최고의 서비스를 느꼇습니다,"['직원', '친절', '아서', '쉽', '최고', '서비스', '느끼']","['직원', '친절', '아서', '쉽', '최고', '서비스', '느끼']"
63,직원들의 친절이 좋았음,"['직원', '친절', '좋']","['직원', '친절']"
